city,district,neighborhood,Fiyat,İlan Tarihi,İlan No,Marka,Seri,Model,Yıl,Yakıt,Vites,Araç Durumu,KM,Kasa Tipi,Motor Gücü,Motor Hacmi,Çekiş,Renk,Garanti,Ağır Hasar Kayıtlı,Plaka / Uyruk,Kimden,Takas
İstanbul,Maltepe,Zümrütevler Mh.,630.900 TL,26 Ekim 2024,1207205752,Fiat,Egea,1.3 Multijet Easy,2018,Dizel,Manuel,İkinci El,135.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Bursa,Nilüfer,Cumhuriyet Mah.,418.000 TL,26 Ekim 2024,1207115235,Fiat,Punto,1.3 Multijet Popstar,2013,Dizel,Manuel,İkinci El,255.000,Hatchback 5 kapı,75 hp,1248 cc,Önden Çekiş,Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Antalya,Alanya,Kadıpaşa Mh.,670.000 TL,26 Ekim 2024,1207208329,Fiat,Egea,1.6 E-Torq Lounge,2017,Benzin & LPG,Otomatik,İkinci El,151.000,Sedan,110 hp,1598 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Konya,Selçuklu,Buhara Mah.,395.000 TL,26 Ekim 2024,1207203616,Fiat,Linea,1.3 Multijet Active Plus,2011,Dizel,Manuel,İkinci El,253.500,Sedan,90 hp,1248 cc,Önden Çekiş,Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Niğde,Merkez,İlhanlı Mh.,300.000 TL,26 Ekim 2024,1207206835,Fiat,Tempra,1.6 SX AK,1994,Benzin & LPG,Manuel,İkinci El,190.000,Sedan,90 hp,1581 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Tekirdağ,Çerkezköy,Fatih Mah.,220.999 TL,26 Ekim 2024,1207206537,Fiat,Palio,1.2 S,2001,Benzin & LPG,Manuel,İkinci El,320.000,Hatchback 5 kapı,75 hp,1242 cc,Önden Çekiş,Mavi,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Konya,Selçuklu,Buhara Mah.,395.000 TL,26 Ekim 2024,1207203616,Fiat,Linea,1.3 Multijet Active Plus,2011,Dizel,Manuel,İkinci El,253.500,Sedan,90 hp,1248 cc,Önden Çekiş,Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Niğde,Merkez,İlhanlı Mh.,300.000 TL,26 Ekim 2024,1207206835,Fiat,Tempra,1.6 SX AK,1994,Benzin & LPG,Manuel,İkinci El,190.000,Sedan,90 hp,1581 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Tekirdağ,Çerkezköy,Fatih Mah.,220.999 TL,26 Ekim 2024,1207206537,Fiat,Palio,1.2 S,2001,Benzin & LPG,Manuel,İkinci El,320.000,Hatchback 5 kapı,75 hp,1242 cc,Önden Çekiş,Mavi,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
İzmir,Buca,Gaziler Mah.,355.000 TL,26 Ekim 2024,1207197716,Fiat,Linea,1.3 Multijet Pop,2015,Dizel,Manuel,İkinci El,285.000,Sedan,95 hp,1248 cc,Önden Çekiş,Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
İstanbul,Pendik,Şeyhli Mh.,665.000 TL,26 Ekim 2024,1207206383,Fiat,Egea,1.4 Fire Easy,2020,Benzin,Manuel,İkinci El,44.000,Sedan,95 hp,1368 cc,Önden Çekiş,Bej,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
Antalya,Muratpaşa,Kızıltoprak Mh.,365.000 TL,26 Ekim 2024,1207204927,Fiat,Panda,1.2 Dynamic,2007,Benzin & LPG,Otomatik,İkinci El,167.000,Hatchback 5 kapı,60 hp,1242 cc,Önden Çekiş,Kırmızı,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Tekirdağ,Kapaklı,Atatürk Mh.,340.000 TL,26 Ekim 2024,1200660342,Fiat,Linea,1.3 Multijet Dynamic,2009,Dizel,Manuel,İkinci El,240.000,Sedan,90 hp,1248 cc,Önden Çekiş,Füme,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Ankara,Yenimahalle,Turgut Özal Mh.,380.000 TL,26 Ekim 2024,1207206585,Fiat,Albea,1.2 Dynamic,2004,Benzin & LPG,Otomatik,İkinci El,159.000,Sedan,80 hp,1242 cc,Önden Çekiş,Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
İzmir,Buca,Buca Koop. Mah.,230.000 TL,26 Ekim 2024,1190377943,Fiat,Marea,1.6 SX,2000,Benzin & LPG,Manuel,İkinci El,172.000,Sedan,103 hp,1596 cc,Önden Çekiş,Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
İstanbul,Bakırköy,Zuhuratbaba Mah.,605.000 TL,26 Ekim 2024,1190912494,Fiat,Egea,1.6 Multijet Comfort,2017,Dizel,Otomatik,İkinci El,163.000,Sedan,120 hp,1598 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
İzmir,Gaziemir,Beyazevler Mah.,785.000 TL,26 Ekim 2024,1200182121,Fiat,Egea,1.6 E-Torq Urban,2017,Benzin & LPG,Otomatik,İkinci El,63.000,Sedan,110 hp,1598 cc,Önden Çekiş,Bordo,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Balıkesir,Edremit,Cennetayağı Mh.,312.500 TL,26 Ekim 2024,1147925258,Fiat,Palio,1.4 EL,2000,Benzin & LPG,Manuel,İkinci El,197.000,Hatchback 5 kapı,77 hp,1368 cc,Önden Çekiş,Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
İstanbul,Beykoz,Kavacık Mh.,625.000 TL,26 Ekim 2024,1177407787,Fiat,Egea,1.4 Fire Easy,2020,Benzin,Manuel,İkinci El,65.000,Sedan,95 hp,1368 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Bursa,Mustafakemalpaşa,Tatkavaklı Mh.,845.000 TL,26 Ekim 2024,1185975856,Fiat,Egea,1.4 Fire Urban,2023,Benzin,Manuel,İkinci El,6.005,Sedan,95 hp,1368 cc,Önden Çekiş,Mavi,Evet,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Ankara,Sincan,Menderes Mah.,154.000 TL,26 Ekim 2024,1196501025,Fiat,Tipo,1.4 S,1997,Benzin & LPG,Manuel,İkinci El,289.000,Hatchback 5 kapı,70 hp,1372 cc,Önden Çekiş,Lacivert,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
Ankara,Keçiören,Kafkas Mah.,285.000 TL,26 Ekim 2024,1169956553,Fiat,Palio,1.2 EL,2003,Benzin & LPG,Manuel,İkinci El,240.000,Hatchback 5 kapı,80 hp,1242 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Adana,Seyhan,Gürselpaşa Mh.,1.099.000 TL,26 Ekim 2024,1146514584,Fiat,Egea,1.6 Multijet Urban,2023,Dizel,Otomatik,İkinci El,14.400,Sedan,130 hp,1598 cc,Önden Çekiş,Gri,Evet,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Diyarbakır,Kayapınar,Mezopotamya Mh.,580.000 TL,26 Ekim 2024,1207199867,Fiat,Egea,1.4 Fire Easy,2020,Benzin,Manuel,İkinci El,40.000,Sedan,95 hp,1368 cc,Önden Çekiş,Beyaz,Hayır,Evet,Türkiye (TR) Plakalı,Galeriden,Hayır
Ankara,Mamak,Durali Alıç Mh.,460.000 TL,26 Ekim 2024,1203589998,Fiat,Linea,1.3 Multijet Active Plus,2012,Dizel,Manuel,İkinci El,226.000,Sedan,90 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
Mersin,Toroslar,Demirtaş Mh.,834.000 TL,26 Ekim 2024,1207204897,Fiat,Panda,1.0 Hybrid City,2023,Hybrid,Manuel,İkinci El,6.150,Hatchback 5 kapı,70 hp,999 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Yetkili Bayiden,Hayır
Ankara,Mamak,Durali Alıç Mh.,460.000 TL,26 Ekim 2024,1203589998,Fiat,Linea,1.3 Multijet Active Plus,2012,Dizel,Manuel,İkinci El,226.000,Sedan,90 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
Mersin,Toroslar,Demirtaş Mh.,834.000 TL,26 Ekim 2024,1207204897,Fiat,Panda,1.0 Hybrid City,2023,Hybrid,Manuel,İkinci El,6.150,Hatchback 5 kapı,70 hp,999 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Yetkili Bayiden,Hayır
Ankara,Sincan,Tandoğan Mh.,350.000 TL,26 Ekim 2024,1075674563,Fiat,Tipo,1.6 SLX ie,1998,Benzin & LPG,Manuel,İkinci El,215.000,Hatchback 5 kapı,75 hp,1581 cc,Önden Çekiş,Mavi,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Afyonkarahisar,Merkez,Nazmi Saatçi Mh.,315.000 TL,26 Ekim 2024,1116706857,Fiat,Punto,1.3 Multijet Dynamic,2006,Dizel,Manuel,İkinci El,280.000,Hatchback 5 kapı,70 hp,1251 cc,Önden Çekiş,Gümüş Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
Antalya,Kaş,Kalkan Mh.,277.000 TL,26 Ekim 2024,1186910215,Fiat,Albea,1.3 Multijet Dynamic,2006,Dizel,Manuel,İkinci El,330.000,Sedan,70 hp,1248 cc,Önden Çekiş,Gümüş Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
Osmaniye,Kadirli,Cemalpaşa Mh.,440.000 TL,26 Ekim 2024,1182302005,Fiat,Punto,Grande 1.4 Fire Active,2008,Benzin & LPG,Manuel,İkinci El,208.000,Hatchback 5 kapı,77 hp,1368 cc,Önden Çekiş,Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
İstanbul,Başakşehir,Başakşehir Mh.,455.000 TL,26 Ekim 2024,1187282519,Fiat,Punto,EVO 1.4 Dynamic,2010,Benzin,Otomatik,İkinci El,154.000,Hatchback 5 kapı,77 hp,1368 cc,Önden Çekiş,Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Bilecik,Bozüyük,Yediler Mah.,475.000 TL,26 Ekim 2024,1189162077,Fiat,Linea,1.3 Multijet Active Plus,2012,Dizel,Manuel,İkinci El,182.000,Sedan,90 hp,1248 cc,Önden Çekiş,Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
Giresun,Görele,Bozcaali Mah.,320.000 TL,26 Ekim 2024,1207203244,Fiat,Tempra,1.6 SX AK,1994,Benzin & LPG,Manuel,İkinci El,85.000,Sedan,90 hp,1581 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Edirne,Merkez,Karaağaç Mh.,765.000 TL,26 Ekim 2024,1200186054,Fiat,Egea,1.3 Multijet Easy,2021,Dizel,Manuel,İkinci El,60.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Antalya,Kepez,Altınova Sinan Mh.,610.750 TL,26 Ekim 2024,1200196470,Fiat,Egea,1.3 Multijet Easy Stil,2021,Dizel,Manuel,İkinci El,145.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Bilecik,Bozüyük,4 Eylül Mh.,470.000 TL,26 Ekim 2024,1145257115,Fiat,Punto,EVO 1.4 Fire Dynamic,2011,Benzin,Manuel,İkinci El,167.500,Hatchback 5 kapı,77 hp,1368 cc,Önden Çekiş,Siyah,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Erzurum,Yakutiye,Şükrüpaşa Mh.,655.000 TL,26 Ekim 2024,1096014294,Fiat,Egea,1.4 Fire Lounge,2016,Benzin,Manuel,İkinci El,60.120,Sedan,95 hp,1368 cc,Önden Çekiş,Kahverengi,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
İstanbul,Esenyurt,Fatih Mah.,590.000 TL,26 Ekim 2024,1185750150,Fiat,Egea,1.4 Fire Easy,2019,Benzin,Manuel,İkinci El,148.000,Sedan,95 hp,1368 cc,Önden Çekiş,Gümüş Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
Ankara,Çankaya,Naci Çakır Mh.,290.000 TL,26 Ekim 2024,1173071708,Fiat,Albea,1.3 Multijet Dynamic,2005,Dizel,Manuel,İkinci El,323.000,Sedan,70 hp,1248 cc,Önden Çekiş,Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Hatay,Erzin,Hürriyet Mh.,640.000 TL,26 Ekim 2024,1203628674,Fiat,Egea,1.6 Multijet Urban,2018,Dizel,Manuel,İkinci El,175.000,Sedan,120 hp,1598 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Kayseri,Kocasinan,Yıldızevler Mh.,185.000 TL,26 Ekim 2024,1203570381,Fiat,UNO,1.4 ie SX,1996,Benzin & LPG,Manuel,İkinci El,260.000,Hatchback 5 kapı,71 hp,1372 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Sakarya,Hendek,Bayraktepe Mah.,379.000 TL,26 Ekim 2024,1193033285,Fiat,Linea,1.3 Multijet Emotion Plus,2011,Dizel,Manuel,İkinci El,273.000,Sedan,90 hp,1248 cc,Önden Çekiş,Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
İstanbul,Fatih,Derviş Ali Mh.,333.000 TL,26 Ekim 2024,1165758778,Fiat,Albea,Sole 1.4 Fire Active,2010,Benzin & LPG,Manuel,İkinci El,263.000,Sedan,77 hp,1368 cc,Önden Çekiş,Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
Antalya,Serik,Orta Mah.,760.000 TL,26 Ekim 2024,1207205528,Fiat,Egea,1.6 Multijet Easy,2020,Dizel,Otomatik,İkinci El,100.000,Sedan,120 hp,1598 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Antalya,Serik,Orta Mah.,760.000 TL,26 Ekim 2024,1207205528,Fiat,Egea,1.6 Multijet Easy,2020,Dizel,Otomatik,İkinci El,100.000,Sedan,120 hp,1598 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Antalya,Alanya,Oba Mh.,260.000 TL,26 Ekim 2024,1185531618,Fiat,Palio,1.6 HL Weekend,2000,Benzin & LPG,Manuel,İkinci El,374.000,Station Wagon,100 hp,1581 cc,Önden Çekiş,Gümüş Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Samsun,Canik,Yenimahalle Mah.,600.000 TL,26 Ekim 2024,1203649758,Fiat,Egea,1.3 Multijet Easy Plus,2016,Dizel,Manuel,İkinci El,17.500,Hatchback 5 kapı,95 hp,1248 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Sakarya,Erenler,Erenler Mah.,623.500 TL,26 Ekim 2024,1207203158,Fiat,Egea,1.4 Fire Urban,2021,Benzin,Manuel,İkinci El,142.680,Sedan,95 hp,1368 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
İstanbul,Avcılar,Merkez Mah.,285.000 TL,26 Ekim 2024,1174432700,Fiat,Marea,1.6 ELX,2001,Benzin & LPG,Manuel,İkinci El,229.000,Sedan,103 hp,1581 cc,Önden Çekiş,Gümüş Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
Bursa,Osmangazi,Demirtaş Barbaros Mh.,730.000 TL,26 Ekim 2024,1191252909,Fiat,Punto,1.3 Multijet Lounge,2014,Dizel,Manuel,İkinci El,90.000,Hatchback 5 kapı,75 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
İstanbul,Kartal,Hürriyet Mh.,345.000 TL,26 Ekim 2024,1152063445,Fiat,Punto,Grande 1.3 Multijet Active,2006,Dizel,Manuel,İkinci El,213.500,Hatchback 5 kapı,75 hp,1248 cc,Önden Çekiş,Mavi,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
İstanbul,Pendik,Çamçeşme Mh.,240.000 TL,26 Ekim 2024,1166643888,Fiat,Marea,1.6 SX,2001,Benzin & LPG,Manuel,İkinci El,185.000,Sedan,103 hp,1596 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
İstanbul,Sultangazi,Eski Habipler Mah.,450.000 TL,26 Ekim 2024,1150076644,Fiat,Punto,1.3 Multijet Pop,2012,Dizel,Manuel,İkinci El,230.000,Hatchback 5 kapı,75 hp,1248 cc,Önden Çekiş,Gümüş Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Ankara,Gölbaşı,Seğmenler Mh.,150.000 TL,26 Ekim 2024,1168051353,Fiat,UNO,60 S,1994,Benzin & LPG,Manuel,İkinci El,300.000,Hatchback 5 kapı,58 hp,1108 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Adana,Seyhan,Yeşiloba Mh.,355.900 TL,26 Ekim 2024,1207205047,Fiat,Linea,1.4 Fire Pop,2014,Benzin & LPG,Manuel,İkinci El,286.000,Sedan,77 hp,1368 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Balıkesir,Karesi,Atatürk Mh.,218.500 TL,26 Ekim 2024,1172802582,Fiat,Palio,1.2 S,2001,Benzin & LPG,Manuel,İkinci El,300.096,Hatchback 5 kapı,73 hp,1242 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Ankara,Keçiören,Yeşiltepe Mh.,470.000 TL,26 Ekim 2024,1192375627,Fiat,Punto,1.4 Popstar S&S,2015,Benzin & LPG,Manuel,İkinci El,205.000,Hatchback 5 kapı,77 hp,1368 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
İstanbul,Sancaktepe,Yunus Emre Mah.,686.000 TL,26 Ekim 2024,1203587669,Fiat,Egea,1.4 Fire Urban,2021,Benzin,Manuel,İkinci El,54.800,Sedan,95 hp,1368 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
İstanbul,Beykoz,Paşabahçe Mh.,154.000 TL,26 Ekim 2024,1187334976,Fiat,UNO,70 S,2000,Benzin & LPG,Manuel,İkinci El,227.000,Hatchback 5 kapı,51 - 75 HP,1301 - 1600 cm3,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
Trabzon,Of,İrfanlı Mh.,220.000 TL,26 Ekim 2024,1181101805,Fiat,Albea,Sole 1.4 Fire Dynamic,2007,Benzin & LPG,Manuel,İkinci El,192.000,Sedan,77 hp,1368 cc,Önden Çekiş,Siyah,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
Samsun,Atakum,Atatepe,605.000 TL,26 Ekim 2024,1142033312,Fiat,Egea,1.3 Multijet Easy,2018,Dizel,Manuel,İkinci El,190.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Kocaeli,Derince,Yavuz Sultan Mah.,325.000 TL,26 Ekim 2024,1183152569,Fiat,Punto,1.4 Pop S&S,2012,Benzin & LPG,Manuel,İkinci El,220.000,Hatchback 5 kapı,77 hp,1368 cc,Önden Çekiş,Bordo,Hayır,Evet,Türkiye (TR) Plakalı,Sahibinden,Evet
İstanbul,Eyüpsultan,Çırçır Mh.,529.500 TL,26 Ekim 2024,1193055259,Fiat,Egea,1.3 Multijet Easy,2017,Dizel,Manuel,İkinci El,211.500,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
İstanbul,Bahçelievler,Kocasinan Merkez Mah.,475.000 TL,26 Ekim 2024,1147720699,Fiat,Punto,EVO 1.3 Multijet My Life,2012,Dizel,Manuel,İkinci El,215.000,Hatchback 5 kapı,75 hp,1248 cc,Önden Çekiş,Gümüş Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Bursa,Osmangazi,Küçükbalıklı Mh.,460.000 TL,26 Ekim 2024,1184395344,Fiat,Punto,EVO 1.4 Active,2011,Benzin & LPG,Manuel,İkinci El,168.000,Hatchback 5 kapı,77 hp,1368 cc,Önden Çekiş,Yeşil,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Rize,Merkez,Kaplıca Mh.,555.000 TL,26 Ekim 2024,1140586910,Fiat,Linea,1.3 Multijet Pop,2017,Dizel,Manuel,İkinci El,156.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
Mersin,Silifke,Göksu Mh.,830.000 TL,26 Ekim 2024,1076634871,Fiat,500 Ailesi,500L 1.3 Mjet RockStar,2015,Dizel,Otomatik,İkinci El,102.000,Hatchback 5 kapı,51 - 75 HP,1300 cm3' e kadar,Önden Çekiş,Sarı,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
Bursa,Gemlik,Cumhuriyet Mah.,245.000 TL,26 Ekim 2024,1203686376,Fiat,Brava,1.6 SX,2000,Benzin & LPG,Manuel,İkinci El,284.000,Hatchback 5 kapı,103 hp,1581 cc,Önden Çekiş,Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
İstanbul,Kadıköy,Sahrayı Cedit Mh.,700.000 TL,26 Ekim 2024,1168142959,Fiat,Egea,1.4 Fire Easy,2022,Benzin,Manuel,İkinci El,21.000,Sedan,95 hp,1368 cc,Önden Çekiş,Bej,Evet,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
İzmir,Karabağlar,Günaltay Mh.,325.000 TL,26 Ekim 2024,1177276619,Fiat,Linea,1.6 Multijet Emotion,2009,Dizel,Manuel,İkinci El,370.000,Sedan,105 hp,1598 cc,Önden Çekiş,Turkuaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
İzmir,Buca,İnönü Mh.,715.000 TL,26 Ekim 2024,1200188687,Fiat,Egea,1.4 Fire Urban,2022,Benzin & LPG,Manuel,İkinci El,96.000,Sedan,95 hp,1368 cc,Önden Çekiş,Füme,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Hayır
Kırşehir,Merkez,Yenice Mah.,485.000 TL,26 Ekim 2024,1184645586,Fiat,Punto,Grande 1.4 Fire Dynamic,2009,Benzin & LPG,Otomatik,İkinci El,227.000,Hatchback 5 kapı,77 hp,1368 cc,Önden Çekiş,Gümüş Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
Sakarya,Serdivan,Kemalpaşa Mh.,748.000 TL,26 Ekim 2024,1186600655,Fiat,Egea,1.4 Fire Easy Plus,2022,Benzin,Manuel,İkinci El,34.500,Sedan,95 hp,1368 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
Bursa,Osmangazi,Emek Fatih Sultan Mehmet Mah.,825.000 TL,26 Ekim 2024,1163027564,Fiat,500 Ailesi,500L 1.6 Mjet RockStar,2016,Dizel,Manuel,İkinci El,58.000,MPV,120 hp,1598 cc,Önden Çekiş,Siyah,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Kayseri,Kocasinan,Cırgalan Mh.,215.000 TL,26 Ekim 2024,1207201095,Fiat,UNO,70 S,1997,Benzin & LPG,Manuel,İkinci El,329.500,Hatchback 5 kapı,71 hp,1372 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Antalya,Muratpaşa,Etiler Mah.,725.000 TL,26 Ekim 2024,1207204510,Fiat,Egea,1.4 Fire Easy Plus,2023,Benzin,Manuel,İkinci El,47.800,Sedan,95 hp,1368 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Galeriden,Evet
Niğde,Merkez,İnönü Mh.,695.000 TL,26 Ekim 2024,1157397077,Fiat,Egea,1.4 Fire Urban Plus,2020,Benzin,Manuel,İkinci El,32.000,Sedan,95 hp,1368 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
İstanbul,Arnavutköy,Ömerli Mh.,824.850 TL,26 Ekim 2024,1203707473,Fiat,Egea,1.6 Multijet Urban,2018,Dizel,Otomatik,İkinci El,81.211,Sedan,120 hp,1598 cc,Önden Çekiş,Beyaz,Evet,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
İstanbul,Silivri,İsmetpaşa Mh.,520.000 TL,26 Ekim 2024,1191063249,Fiat,Linea,1.3 Multijet Pop,2015,Dizel,Manuel,İkinci El,200.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
İstanbul,Sarıyer,Ptt Evleri Mah.,700.000 TL,26 Ekim 2024,1207202015,Fiat,500 Ailesi,500L 1.3 Mjet PopStar,2013,Dizel,Otomatik,İkinci El,156.000,MPV,85 hp,1248 cc,Önden Çekiş,Siyah,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
İstanbul,Pendik,Yenişehir Mh.,655.000 TL,26 Ekim 2024,1207203356,Fiat,Egea,1.4 Fire Urban,2015,Benzin & LPG,Manuel,İkinci El,114.500,Sedan,95 hp,1368 cc,Önden Çekiş,Kırmızı,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Siirt,Merkez,Veysel Karani Mah.,679.000 TL,26 Ekim 2024,1193834565,Fiat,Egea,1.3 Multijet Easy,2021,Dizel,Manuel,İkinci El,138.000,Sedan,95 hp,1248 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Evet
Yozgat,Sorgun,Aydınlıkevler Mh.,766.000 TL,26 Ekim 2024,1192075934,Fiat,Egea,1.6 Multijet Urban Plus,2020,Dizel,Otomatik,İkinci El,121.000,Hatchback 5 kapı,120 hp,1598 cc,Önden Çekiş,Beyaz,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
Mersin,Mezitli,Akdeniz Mah.,499.000 TL,26 Ekim 2024,1193631741,Fiat,Punto,Grande 1.4 Fire Dynamic,2008,Benzin,Otomatik,İkinci El,107.000,Hatchback 5 kapı,77 hp,1368 cc,Önden Çekiş,Gümüş Gri,Hayır,Hayır,Türkiye (TR) Plakalı,Sahibinden,Hayır
